year,section,question_number,question_text,question_type,marks,difficulty_label,topic,answer_text
2023,Section C,26b-ii,Write output of: SELECT DISTINCT(CITY) FROM WORKER;,Short Answer,1,medium,SQL,"KANPUR; ROOP NAGAR; DELHI; SONIPAT"
2023,Section C,26b-iii,"Write output of: SELECT F_NAME, STATE FROM WORKER WHERE L_NAME LIKE '_HA%';",Short Answer,1,medium,SQL,"SAHIL UTTAR PRADESH; MAHIR HARYANA; ATHARVA DELHI; VEDA UTTAR PRADESH"
2023,Section C,26b-iv,"Write output of: SELECT CITY, COUNT(*) FROM WORKER GROUP BY CITY;",Short Answer,1,medium,SQL,"KANPUR 2; ROOP NAGAR 1; DELHI 2; SONIPAT 1"
2023,Section C,27a,"Write Python function LongLines() which reads contents of 'LINES.TXT' and displays lines which have at least 10 words.",Short Answer,3,medium,File Handling,"def LongLines(): myfile=open('LINES.TXT'); all_lines=myfile.readlines(); for aline in all_lines: if len(aline.split())>=10: print(aline); myfile.close()"
2023,Section C,27b,"Write function count_Dwords() to count words ending with a digit in text file 'Details.txt' and display the count.",Short Answer,3,medium,File Handling,"def count_Dwords(): with open('Details.txt','r') as F: S=F.read(); Wlist=S.split(); count=0; for W in Wlist: if W[-1].isdigit(): count+=1; print('Number of words ending with a digit are',count)"
2023,Section C,28a-i,"Write output of: SELECT MIN(PRICE), MAX(PRICE) FROM COMPUTER;",Short Answer,1,medium,SQL,MIN(PRICE): 200; MAX(PRICE): 4300
2023,Section C,28a-ii,"Write output of: SELECT COMPANY, COUNT(*) FROM COMPUTER GROUP BY COMPANY HAVING COUNT(COMPANY)>1;",Short Answer,1,medium,SQL,LOGITECH 2; CANON 2
2023,Section C,28a-iii,"Write output of: SELECT PROD_NAME, QTY_SOLD FROM COMPUTER C, SALES S WHERE C.PROD_ID=S.PROD_ID AND TYPE='INPUT';",Short Answer,1,medium,SQL,"MOUSE 3; KEYBOARD 2; JOYSTICK 2"
2023,Section C,28a-iv,"Write output of: SELECT PROD_NAME, COMPANY, QUARTER FROM COMPUTER C, SALES S WHERE C.PROD_ID=S.PROD_ID;",Short Answer,1,medium,SQL,"MOUSE LOGITECH 2; LASER PRINTER CANON 1; KEYBOARD LOGITECH 2; JOYSTICK IBALL 1"
2023,Section C,28b,Write the command to view all databases.,Very Short Answer,1,medium,SQL,SHOW DATABASES;
2023,Section C,29,"Write function EOReplace() in Python which accepts list L of numbers and increments even numbers by 1 and decrements odd numbers by 1. E.g. L=[10,20,30,40,35,55] becomes L=[11,21,31,41,34,54]",Short Answer,3,medium,Python,"def EOReplace(L): for i in range(len(L)): if L[i]%2==0: L[i]=L[i]+1 else: L[i]=L[i]-1; print(L)"
2023,Section C,30a,"Write Push_Cust() to push customers' names staying in 'Delux' room type onto stack Hotel. Write Pop_Cust() to pop and display names showing 'Underflow' when stack is empty.",Short Answer,3,medium,Python - Data Structures,"Hotel=[]; def Push_Cust(): for rec in Customer: if rec[1]=='Delux': Hotel.append(rec[0]); def Pop_Cust(): while len(Hotel)>0: print(Hotel.pop()) else: print('Underflow')"
2023,Section C,30b,"Write function Push(Vehicle) where Vehicle is a dictionary {Car_Name:Maker}. Push names of cars manufactured by 'TATA' (all cases) onto the stack.",Short Answer,3,medium,Python - Data Structures,"stack=[]; def Push(Vehicle): for v_name in Vehicle: if Vehicle[v_name].upper()=='TATA': stack.append(v_name)"
2023,Section D,31-i,Suggest the most suitable place to install the server for the Delhi branch with a suitable reason.,Very Short Answer,1,hard,Networking,Branch D as it has maximum number of computers (115).
2023,Section D,31-ii,Suggest an ideal layout for connecting all branches within Delhi.,Short Answer,1,hard,Networking,Star topology with Branch D as central node based on server location OR layout based on minimum distances between branches.
2023,Section D,31-iii,Which device will you suggest to be placed in each branch to efficiently connect all computers within those branches?,Very Short Answer,1,hard,Networking,Switch/Hub/Router
2023,Section D,31-iv,"Delhi firm is planning to connect to its Marketing department in Kanpur which is approximately 300 km away. Which type of network out of LAN, WAN or MAN will be formed? Justify.",Short Answer,1,hard,Networking,WAN - as the network is spread across different geographical locations of the country covering 300 km distance.
2023,Section D,31-v,Suggest a protocol that shall be needed to provide help for transferring of files between Delhi and Kanpur branch.,Very Short Answer,1,hard,Networking,FTP (File Transfer Protocol)
2023,Section D,32a,"What possible output(s) are expected from the random program with M=[5,10,15,20,25,30]: (i) 10#25#15 / 20#25#25 (ii) 5#25#20 / 25#20#15 (iii) 30#20#20 / 20#25#25 (iv) 10#15#25# / 15#20#10#",MCQ,2,hard,Python,"(i) 10#25#15\n20#25#25"
2023,Section D,32b-statement1,Write Statement 1 to import the desired library for Python-MySQL connectivity.,Very Short Answer,1,hard,Python - Database Connectivity,import mysql.connector as mysql
2023,Section D,32b-statement2,"Write Statement 2 to execute the command that deletes the record with E_code='E101' from table employee.",Short Answer,1,hard,Python - Database Connectivity,"mycursor.execute(""DELETE FROM employee WHERE E_code='E101'"")"
2023,Section D,32b-statement3,Write Statement 3 to delete the record permanently from the database.,Very Short Answer,1,hard,Python - Database Connectivity,mydb.commit()
2023,Section D,32a-alt,"Predict the output of: def makenew(mystr): newstr=''; count=0; for i in mystr: if count%2!=0: newstr=newstr+str(count) else: if i.lower(): newstr=newstr+i.upper() else: newstr=newstr+i; count+=1; print(newstr); makenew('No@1')",Short Answer,2,hard,Python,N1@3
2023,Section D,32b-alt-statement1,Write Statement 1 to import desired library for Python-MySQL connectivity in display version.,Very Short Answer,1,hard,Python - Database Connectivity,import mysql.connector as mysql
2023,Section D,32b-alt-statement2,"Write Statement 2 to execute query fetching records of employees from city 'Delhi'.",Short Answer,1,hard,Python - Database Connectivity,"mycursor.execute(""select * from employee where City='Delhi'"")"
2023,Section D,32b-alt-statement3,Write Statement 3 to read complete query result data into object named details.,Very Short Answer,1,hard,Python - Database Connectivity,details = mycursor.fetchall()
2023,Section D,33a,"Write one difference between CSV and text files. Write COURIER_ADD() to add records with fields cid s_name Source destination to courier.csv. Write COURIER_SEARCH() to take destination as input and display all courier records going to that destination.",Long Answer,5,hard,File Handling,"CSV files can be viewed in spreadsheets and require import csv module. Text files can be viewed in text editor and require no specific module. import csv; def COURIER_ADD(): f1=open('courier.csv','a',newline=''); writ=csv.writer(f1); cid=int(input('Courier id')); s_name=input('Sender'); Source=input('Source'); destination=input('Destination'); writ.writerow([cid,s_name,Source,destination]); f1.close(); def COURIER_SEARCH(): f1=open('courier.csv','r'); detail=csv.reader(f1); name=input('Destination'); [print(i) for i in detail if i[3]==name]"
2023,Section D,33b,"Why is it important to close a file before exiting? Write Add_Book() to add book records with fields book_ID B_name pub to Book.csv. Write Search_Book() to take publisher name as input and count and display number of books published by them.",Long Answer,5,hard,File Handling,"Important to close file because Python ensures any unwritten/unsaved data is flushed to the file before closing. import csv; def Add_Book(): f1=open('Book.csv','a',newline=''); writ=csv.writer(f1); book_ID=int(input('Book id')); B_name=input('Book Name'); pub=input('Publisher'); writ.writerow([book_ID,B_name,pub]); f1.close(); def Search_Book(): f1=open('Book.csv','r'); detail=csv.reader(f1); name=input('Publisher Name'); pub_count=0; [pub_count+1 for i in detail if i[2]==name]; print('NUMBER OF BOOKS:',sum(1 for i in list(csv.reader(open('Book.csv'))) if i[2]==name))"
2023,Section E,34-i,Identify the columns which can be considered as Candidate keys in table LAB.,Very Short Answer,1,hard,SQL,Candidate keys: LABNO and LAB_NAME
2023,Section E,34-ii,Write the degree and cardinality of the table LAB.,Very Short Answer,1,hard,SQL,Degree = 5; Cardinality = 5
2023,Section E,34-iii-a,Write SQL statement to insert a new row with appropriate data into table LAB.,Short Answer,1,hard,SQL,"INSERT INTO LAB VALUES('L006','PHYSICS','RAVI',25,'II');"
2023,Section E,34-iii-b,Write SQL statement to increase the capacity of all labs by 10 students which are on Floor 'I'.,Short Answer,1,hard,SQL,"UPDATE LAB SET CAPACITY=CAPACITY+10 WHERE FLOOR='I';"
2023,Section E,34-iii-alt-a,Write SQL statement to add PRIMARY KEY constraint to column LABNO in table LAB.,Short Answer,1,hard,SQL,ALTER TABLE LAB ADD PRIMARY KEY (LABNO);
2023,Section E,34-iii-alt-b,Write SQL statement to delete the table LAB.,Very Short Answer,1,hard,SQL,DROP TABLE LAB;
2023,Section E,35-i,"Write Statement 1: correct statement to open file 'Cust_file.dat' for writing customer data in binary mode.",Very Short Answer,1,hard,File Handling,"bin_file = open('Cust_file.dat', 'wb')"
2023,Section E,35-ii,Write Statement 2 to check whether quantity is less than 10.,Very Short Answer,1,hard,File Handling,qty < 10:
2023,Section E,35-iii,"Write Statement 3 to write data to binary file and Statement 4 to stop further processing if user does not wish to enter more records.",Short Answer,2,hard,File Handling,"Statement 3: pickle.dump(c_detail, bin_file); Statement 4: break"
2023,Section E,35-iii-alt,"Write Statement 5 to close the binary file Cust_file.dat and Statement 6 to call the function to write data in binary file.",Short Answer,2,hard,File Handling,"Statement 5: bin_file.close(); Statement 6: write_bin()"
