"YEAR","SECTION","QUESTION_NUMBER","QUESTION_TEXT","QUESTION_TYPE","MARKS","DIFFICULTY_LABEL","TOPIC","ANSWER_TEXT"
"2017","Section A (C++)","2d(i)","Which type of Inheritance is illustrated in the given example with classes First, Second (private First), and Third (public Second)?","Very Short Answer","1","easy","OOP - Inheritance","Multilevel Inheritance"
"2017","Section A (C++)","2d(ii)","Write the names of all the member functions which are directly accessible by the object T of class Third as declared in main().","Very Short Answer","1","easy","OOP - Inheritance and Access","Enter2(), Display() of class Second; Enter3(), Display() of class Third"
"2017","Section A (C++)","2d(iii)","Write Statement 2 to call function Display() of class Second from the object T of class Third.","Very Short Answer","1","easy","OOP - Inheritance","T.Second::Display();"
"2017","Section A (C++)","2d(iv)","What will be the order of execution of the constructors when the object T of class Third is declared inside main()?","Very Short Answer","1","easy","OOP - Constructors and Inheritance","First, Second, Third"
"2017","Section A (C++)","3a","Write the definition of a function AddUp(int Arr[], int N) in C++ where all even positions (0,2,4,...) should be added with the next element and odd positions (1,3,5,...) should be incremented by 10.","Long Answer","3","medium","Arrays and Functions","void AddUp(int Arr[], int N){ for(int i=0; i<N; i++){ if(i%2==0) Arr[i]=Arr[i]+Arr[i+1]; else Arr[i]=Arr[i]+10; } }"
"2017","Section A (C++)","3b","Write a definition for function SUMMIDCOL(int MATRIX[][10], int N, int M) in C++ to find the sum of the middle column's elements of the MATRIX.","Short Answer","2","medium","Arrays and Functions - 2D Arrays","void SUMMIDCOL(int MATRIX[][10],int N,int M){ int mid=M/2; int sum=0; for(int i=0;i<N;i++){ sum=sum+MATRIX[i][mid]; } cout<<'Sum of Middle Column'<<sum; }"
"2017","Section A (C++)","3c","ARR[15][20] is stored in row major order with each element occupying 4 bytes. Find the address of ARR[5][15] if ARR[10][5] is at memory location 35000.","Long Answer","3","medium","Arrays - Memory Address Calculation","BaseAddress = 35000 - 4*(10*20+5) = 34180. LOC(ARR[5][15]) = 34180 + 4*(5*20+15) = 34180 + 460 = 34640"
"2017","Section A (C++)","3d","Write the definition of a member function PUSHGIFT() for a class STACK in C++ to add a GIFT in a dynamically allocated stack.","Long Answer","4","hard","Data Structures - Stack (Linked)","void STACK::PUSHGIFT(){ GIFT *T = new GIFT; cin>>T->GCODE; gets(T->GDESC); T->Link = TOP; TOP = T; }"
"2017","Section A (C++)","3e","Convert the following Infix expression to its equivalent Postfix expression showing stack contents: X - ( Y + Z ) / U * V","Short Answer","2","medium","Data Structures - Stack (Infix to Postfix)","Postfix: XYZ+U/V*-"
"2017","Section A (C++)","4a","Write a function definition for PURETEXT() in C++ to display the corrected version of file MYNOTES.TXT with all 'K' displayed as 'C'.","Long Answer","3","medium","File Handling - Text Files","void PURETEXT(){ char ch; ifstream F('MYNOTES.TXT'); while(F.get(ch)){ if(ch=='K') ch='C'; cout<<ch; } F.close(); }"
"2017","Section A (C++)","4b","Write a definition for function COUNTPICS() in C++ to read binary file PHOTOS.DAT and display total number of PHOTOS of type PORTRAIT.","Short Answer","2","medium","File Handling - Binary Files","void COUNTPICS(){ ifstream F; F.open('PHOTOS.DAT',ios::binary); int count=0; PHOTOS obj; while(F.read((char*)&obj,sizeof(obj))){ if(strcmp(obj.GETPTYPE(),'PORTRAIT')==0) count++; } cout<<'Number of PORTRAIT photos :'<<count; }"
"2017","Section A (C++)","4c","Find the output of C++ code that opens CLIENTS.DAT (200 clients), seeks to position 6*sizeof(C), reads a record, and outputs File.tellg()/sizeof(C)+1 and File.tellg()/sizeof(C).","Very Short Answer","1","easy","File Handling - Binary Files (seekg/tellg)","Client Number 8 of 200"
"2017","Section B (Python)","1a","Which of the following can be used as valid variable identifier(s) in Python? (i) 4thSum (ii) Total (iii) Number# (iv) _Data","Short Answer","2","medium","Python Basics - Identifiers","Valid identifiers: (ii) Total and (iv) _Data. 4thSum starts with digit and Number# has special character - both invalid."
"2017","Section B (Python)","1b","Name the Python Library modules which need to be imported to invoke: (i) floor() (ii) randint()","Very Short Answer","1","easy","Python Basics - Library Modules","(i) floor() - math module (ii) randint() - random module"
"2017","Section B (Python)","1c","Rewrite the following Python code after removing all syntax errors: STRING=""""WELCOME NOTE"""" for S in range[0,8]: print STRING(S) print S+STRING","Short Answer","2","medium","Python Basics - Syntax Errors","STRING='WELCOME' NOTE='' for S in range(0,8): print STRING[S] print S,STRING. Also range(0,8) gives runtime error; should be range(0,7)"
"2017","Section B (Python)","1d","Find and write the output: TXT=[20,50,30,40], CNT=3, TOTAL=0, loop C in [7,5,4,6], T=TXT[CNT], TOTAL=float(T)+C, print TOTAL, CNT-=1","Short Answer","2","medium","Python Basics - Lists and Loops","47.0
35.0
54.0
26.0"
"2017","Section B (Python)","1e","Find and write the output of Python code using class INVENTORY with __init__, Procure, Issue, Status methods and objects I1, I2, I3.","Short Answer","3","medium","Python OOP - Classes and Objects","101 : Pad # 125
102 : U Clip # 150
105 : Thumb Pin # 35"
"2017","Section B (Python)","1f","Find the possible output(s) from code using random.randint(1,3) and NAV list with loop. Also specify max and min values of NUM.","Short Answer","2","medium","Python Basics - Random","(i) BACKRIGHT is the correct option. Max value of NUM=3, min value=1. OR: I or N not defined (NameError)."
"2017","Section B (Python)","2a","List four characteristics of Object Oriented programming.","Very Short Answer","2","medium","OOP - Characteristics","Encapsulation, Data Hiding, Abstraction, Inheritance, Polymorphism (any four)"
"2017","Section B (Python)","2b(i)","In class Exam, both __init__ and Assign have similar definitions. How are they different in execution?","Very Short Answer","1","easy","Python OOP - Constructor vs Method","__init__ is the constructor executed automatically when object is created. Assign is a regular member function that must be called explicitly to assign values."
"2017","Section B (Python)","2b(ii)","Write statements to execute function 1 (__init__) and function 2 (Assign) of class Exam.","Very Short Answer","1","easy","Python OOP - Object Creation","Function 1: E1=Exam(1,95). Function 2: E1.Assign(1,95)"
"2017","Section B (Python)","2c","Define a class BOX in Python with instance attributes BoxID=101, Side=10, Area=0 and methods ExecArea(), NewBox(), ViewBox().","Long Answer","4","hard","Python OOP - Class Definition","class BOX: def __init__(self): self.BoxID=101; self.Side=10; self.Area=0 def ExecArea(self): self.Area=self.Side*self.Side def NewBox(self): self.BoxID=input('BoxID'); self.Side=input('Side'); self.ExecArea() def ViewBox(self): print self.BoxID; print self.Side; print self.Area"
"2017","Section B (Python)","2d","Differentiate between static and dynamic binding in Python. Give suitable examples of each.","Short Answer","2","medium","Python OOP - Binding","Static Binding: links function call to definition during compilation. Dynamic Binding: links function at runtime; code of function is unknown until executed, making programs more flexible."
"2017","Section B (Python)","2e","Write two methods in Python using Function Overloading (Polymorphism): (i) Area using Radius for circle (ii) Area using Base and Height for right-angled triangle.","Short Answer","2","medium","Python OOP - Polymorphism","def Area(R): print 3.14*R*R. def Area(B,H): print 0.5*B*H. Note: Python does not support function overloading; second definition overrides the first."
"2017","Section B (Python)","3a","Show the status of list [52,42,-10,60,90,20] after First, Second and Third pass of bubble sort in ascending order.","Long Answer","3","medium","Data Structures - Sorting (Bubble Sort)","Pass I: 42,-10,52,60,20,90. Pass II: -10,42,52,20,60,90. Pass III: -10,42,20,52,60,90"
"2017","Section B (Python)","3b","Write definition of method EvenSum(NUMBERS) to add those values in the list which are at odd positions.","Short Answer","3","medium","Python - Lists and Functions","def EvenSum(NUMBERS): n=len(NUMBERS); s=0; for i in range(n): if (i%2!=0): s=s+NUMBERS[i]; print(s)"
"2017","Section B (Python)","3c","Write Addnew(Member) and Remove(Member) methods in Python to Add and Remove a Member from a List acting as Queue INSERT and DELETE operations.","Long Answer","4","hard","Python - Data Structures (Queue)","class queue: Member=[] def Addnew(self): a=input('enter member name:'); queue.Member.append(a) def Remove(self): if(queue.Member==[]): print 'Queue empty' else: print 'deleted:',queue.Member[0]; del queue.Member[0]"
"2017","Section B (Python)","3d","Write definition of Method MSEARCH(STATES) to display all state names from a list which are starting with alphabet M.","Short Answer","2","medium","Python - Lists and String Operations","def MSEARCH(STATES): for i in STATES: if i[0]=='M': print i"
"2017","Section B (Python)","3e","Evaluate the following Postfix notation of expression: 4,2,*,22,5,6,+,/,-","Short Answer","2","medium","Data Structures - Stack (Postfix Evaluation)","Stack trace: 4->4,2->4,2 *->8, 22->8,22, 5->8,22,5, 6->8,22,5,6, +->8,22,11, /->8,2, -->6. Answer: 6"
"2017","Section B (Python)","4a","Differentiate between file modes r+ and rb+ with respect to Python.","Very Short Answer","1","easy","Python - File Handling","r+: Opens file for both reading and writing; pointer at beginning. rb+: Opens file for both reading and writing in binary format; pointer at beginning."
"2017","Section B (Python)","4b","Write a method in Python to read lines from text file MYNOTES.TXT and display those lines starting with alphabet K.","Short Answer","2","medium","Python - File Handling (Text)","def display(): file=open('MYNOTES.TXT','r'); line=file.readline(); while line: if line[0]=='K': print line; line=file.readline(); file.close()"
"2017","Section B (Python)","4c","Write a method in Python to search and display content in pickled file FACTORY.DAT where FCTID matches value 105.","Long Answer","3","medium","Python - File Handling (Binary/Pickle)","import pickle def ques4c(): file=open('FACTORY.DAT','rb'); try: while True: f=pickle.load(file); if f.FCTID==105: f.Display() except EOFError: pass; file.close()"
"2017","Section C","5a","Observe the table MEMBER and write the name of the RDBMS operation used to produce RESULT showing only M002/ADITYA/HUMANITIES. Also find Degree and Cardinality of RESULT.","Very Short Answer","2","medium","DBMS - Relational Algebra","Operation: SELECTION. Degree=3 (number of columns). Cardinality=1 (number of rows)."
"2017","Section C","5b(i)","Write SQL query to display all details from table MEMBER in descending order of ISSUEDATE.","Very Short Answer","1","easy","SQL - SELECT with ORDER BY","SELECT * FROM MEMBER ORDER BY ISSUEDATE DESC;"
"2017","Section C","5b(ii)","Write SQL query to display the DCODE and DTITLE of all Folk Type DVDs from the table DVD.","Very Short Answer","1","easy","SQL - SELECT with WHERE","SELECT DCODE,DTITLE FROM DVD WHERE DTYPE='Folk';"
"2017","Section C","5b(iii)","Write SQL query to display the DTYPE and number of DVDs in each DTYPE from the table DVD.","Very Short Answer","1","easy","SQL - GROUP BY and Aggregate Functions","SELECT COUNT(*),DTYPE FROM DVD GROUP BY DTYPE;"
"2017","Section C","5b(iv)","Write SQL query to display all NAME and ISSUEDATE of members who have DVDs issued in the year 2017.","Very Short Answer","1","easy","SQL - SELECT with WHERE (Date Filter)","SELECT NAME,ISSUEDATE FROM MEMBER WHERE ISSUEDATE>='2017-01-01' AND ISSUEDATE<='2017-12-31'; OR use BETWEEN or LIKE '2017%'"
"2017","Section C","5b(v)","Find the output of: SELECT MIN(ISSUEDATE) FROM MEMBER;","Very Short Answer","1","easy","SQL - Aggregate Functions","MIN(ISSUEDATE)
2016-12-13"
"2017","Section C","5b(vi)","Find the output of: SELECT DISTINCT DTYPE FROM DVD;","Very Short Answer","1","easy","SQL - DISTINCT","DISTINCT DTYPE: Folk, Classical, Rock"
"2017","Section C","5b(vii)","Find the output of: SELECT D.DCODE,NAME,DTITLE FROM DVD D, MEMBER M WHERE D.DCODE=M.DCODE;","Very Short Answer","1","easy","SQL - Joins","R102 AGAM SINGH A day in life
F102 ARTH JOSEPH Universal Soldier
C101 NISHA HANS The Planets"
"2017","Section C","5b(viii)","Find the output of: SELECT DTITLE FROM DVD WHERE DTYPE NOT IN ('Folk','Classical');","Very Short Answer","1","easy","SQL - NOT IN","DTITLE: A day in life"
"2017","Section C","6a","State DeMorgan's Laws of Boolean Algebra and verify them using truth table.","Short Answer","2","medium","Boolean Algebra - DeMorgan's Laws","Law 1: (A.B)'=A'+B'. Law 2: (A+B)'=A'.B'. Verified using truth tables showing both sides equal for all input combinations."
"2017","Section C","6b","Draw the Logic Circuit of the following Boolean Expression using only NOR Gates: (A+B).(C+D)","Short Answer","2","medium","Boolean Algebra - Logic Circuits (NOR)","Use NOR(A,B) to get (A+B)', NOR(C,D) to get (C+D)', then NOR of those two outputs gives NOR((A+B)',(C+D)') = (A+B).(C+D) by DeMorgan's. Circuit uses 3 NOR gates."
"2017","Section C","6c","Derive a Canonical POS expression for Boolean function G(X,Y,Z) from the given truth table where G=0 at minterms 0,1,3,6.","Very Short Answer","1","easy","Boolean Algebra - POS Expression","G(X,Y,Z) = (X+Y+Z).(X+Y+Z').(X+Y'+Z').(X'+Y'+Z) OR G(X,Y,Z) = ∏(0,1,3,6)"
"2017","Section C","6d","Reduce the Boolean expression E(U,V,Z,W)=Σ(2,3,6,8,9,10,11,12,13) to its simplest form using K-Map.","Long Answer","3","medium","Boolean Algebra - K-Map Simplification","E(U,V,Z,W) = UZ' + V'Z + U'ZW' (one solution). OR E(U,V,Z,W) = UZ' + V'Z + U'ZW'"
"2017","Section C","7a","Differentiate between communication using Optical Fiber and Ethernet Cable in context of wired medium of communication technologies.","Short Answer","2","medium","Networking - Transmission Media","Optical Fibre: Very fast, expensive, immune to electromagnetic interference. Ethernet Cable: Slower than optical fiber, less expensive, prone to electromagnetic interference."
"2017","Section C","7b","Janish used a pen drive to copy files; computer started malfunctioning. Which option caused this: (i) Computer Virus (ii) Spam Mail (iii) Computer Bacteria (iv) Trojan Horse? Justify.","Short Answer","2","medium","Networking - Cyber Security","(i) Computer Virus OR (iv) Trojan Horse. Justification: Pen drive containing virus/trojan corrupted system files causing abnormal functioning like restarts and stopping applications."
"2017","Section C","7c","Ms. Raveena Sen accessed Admin password and provided confidential data to CEO about network vulnerability. Which option defines her: (i) Hacker (ii) Cracker (iii) Operator (iv) Network Admin? Justify.","Short Answer","2","medium","Networking - Cyber Security (Hacker vs Cracker)","(i) Hacker. Justification: A Hacker is a person who breaks into the network of an organization without malicious intent; she informed the CEO about vulnerability."
"2017","Section C","7d(i)","Suggest the most appropriate block/location to house the SERVER in Chennai Office (Admin/Training/Accounts) for best connectivity. Justify.","Very Short Answer","1","easy","Networking - Network Design","Training Block - Because it has the maximum number of computers (150 computers)."
"2017","Section C","7d(ii)","Suggest the best wired medium and draw the cable layout (Block to Block) to efficiently connect various blocks within the Chennai office compound.","Very Short Answer","1","easy","Networking - Transmission Media","Best wired medium: Optical Fibre OR CAT5/CAT6/CAT7/CAT8 OR Ethernet Cable. Cable layout connects all three blocks (Admin, Training, Accounts) in a suitable topology."
"2017","Section C","7d(iii)","Suggest a device/software and its placement that would provide data security for the entire network of the Chennai office.","Very Short Answer","1","easy","Networking - Network Security","Firewall - placed with the server at the Training Block."
"2017","Section C","7d(iv)","Suggest a device and the protocol needed to provide wireless Internet access to all smartphone/laptop users in the Chennai office.","Very Short Answer","1","easy","Networking - Wireless","Device: WiFi Router OR WiMax OR RF Router OR Wireless Modem. Protocol: WAP OR 802.11 OR TCP/IP OR 802.16"
