year,section,question_number,question_text,question_type,marks,difficulty_label,topic,answer_text
2025,Section A,20,"Assertion (A): For a binary file opened using 'rb' mode, the pickle.dump() method will display an error. Reason (R): The pickle.dump() method is used to read from a binary file. (A) Both A and R are true and R is correct explanation (B) Both A and R are true and R is not correct explanation (C) A is true but R is false (D) A is false but R is true",MCQ,1,easy,File Handling,(C) Assertion (A) is true but Reason (R) is false
2025,Section A,21,Assertion (A): We can retrieve records from more than one table in MYSQL. Reason (R): Foreign key is used to establish a relationship between two tables. (A) Both A and R are true and R is correct explanation (B) Both A and R are true and R is not correct explanation (C) A is true but R is false (D) A is false but R is true,MCQ,1,easy,SQL,(B) Both Assertion (A) and Reason (R) are true and Reason (R) is not the correct explanation for Assertion (A)
2025,Section B,22,What does the return statement do in a function? Explain with the help of an example.,Short Answer,2,medium,Python,"The return statement in Python is used to exit a function and return a value to the caller. Example: def Add(A, B): return A+B; Result=Add(5,3); print(Result) Output: 8"
2025,Section B,23(i),Write one example of Syntax Error in Python.,Very Short Answer,1,easy,Python,Example of Syntax Error: print(2 ; 5)
2025,Section B,23(ii),Write one example of Implicit Type conversion in Python.,Very Short Answer,1,easy,Python,Example of Implicit Type conversion: x=10; y=20.5; print(x+y) — here integer x is implicitly converted to float
2025,Section B,24(i-a),"Consider D={'Suman':40,'Raj':55,'Raman':60}. Write a statement to display/return the value corresponding to the key 'Raj' in dictionary D.",Very Short Answer,1,easy,Python,D.get(
2025,Section B,24(i-b),"Consider D1={'Aditi':30,'Amit':90,'Raj':20}. Write a statement to display the length of dictionary D1.",Very Short Answer,1,easy,Python,len(D1)
2025,Section B,24(ii-a),"Consider D={'Suman':40,'Raj':55,'Raman':60} and D1={'Aditi':30,'Amit':90,'Raj':20}. Write a statement to append all the key-value pairs of dictionary D to dictionary D1.",Very Short Answer,1,easy,Python,D1.update(D)
2025,Section B,24(ii-b),"Consider D1={'Aditi':30,'Amit':90,'Raj':20}. Write a statement to delete the item with key 'Amit' from dictionary D1.",Very Short Answer,1,easy,Python,D1.pop(
2025,Section B,25,"What possible output from the given options is expected when the following code is executed? import random; Cards=['Heart','Spade','Club','Diamond']; for i in range(2): print(Cards[random.randint(1,i+2)],end='#') (A) Spade#Diamond# (B) Spade#Heart# (C) Diamond#Club# (D) Heart#Spade#",MCQ,2,medium,Python,(A) Spade#Diamond#
2025,Section B,26,Observe the following code carefully and rewrite it after removing all syntax and logical errors. Underline all the corrections made. def Sum(N) for I in range(N): S=S+I return S print(Sum(10),Short Answer,2,medium,Python,"def Sum(N): S=0 for I in range(1,N+1): S=S+I return S print(Sum(10))"
2025,Section B,27(i-a),"Nisha is maintaining staff data in table EMPLOYEES with attributes EMPNO, NAME, DEPARTMENT, BASICSAL. Help Nisha identify the attribute which should be designated as the PRIMARY KEY. Justify your answer.",Short Answer,1,easy,SQL,EMPNO should be the PRIMARY KEY because Employee Identification Number always contains unique and not null values. Other attributes may have duplicate values.
2025,Section B,27(i-b),Help Nisha identify the constraint which should be applied to attribute NAME such that Employees' Names cannot be left empty or NULL while entering records but can have duplicate values.,Very Short Answer,1,easy,SQL,NOT NULL
2025,Section B,27(ii-a),Write the SQL command to change the size of attribute BASICSAL in table EMPLOYEES to allow the maximum value of 99999.99 to be stored in it.,Very Short Answer,1,easy,SQL,"ALTER TABLE EMPLOYEES MODIFY COLUMN BASICSAL FLOAT(7,2);"
2025,Section B,27(ii-b),Write the SQL command to delete the table EMPLOYEES.,Very Short Answer,1,easy,SQL,DROP TABLE EMPLOYEES;
2025,Section B,28(a),Expand and explain the term URL.,Short Answer,2,medium,Networking,URL stands for Uniform Resource Locator. It is the unique address of any resource on the Internet.
2025,Section B,28(b),Expand the term PPP. What is the use of PPP?,Short Answer,2,medium,Networking,PPP stands for Point to Point Protocol. This protocol is used to establish a dedicated and direct connection between two communicating devices.
2025,Section C,29(a),Write a Python function that displays all the lines containing the word 'vote' from a text file 'Elections.txt'.,Short Answer,3,medium,File Handling,def PrintVote(): F=open('Elections.txt'); Lines=F.readlines(); for Line in Lines: L=Line.split(); if 'vote' in L: print(Line); F.close()
2025,Section C,29(b),Write a Python function that displays all the words starting and ending with a vowel from a text file 'Report.txt'. Consecutive words should be separated by a space.,Short Answer,3,medium,File Handling,"def vowels(): F=open('Report.txt'); Data=F.read(); Words=Data.split(); for Word in Words: if Word[0] in 'aeiouAEIOU' and Word[-1] in 'aeiouAEIOU': print(Word,end=' '); F.close()"
2025,Section C,30(a-i),"A stack ClrStack contains color records as tuples (ColorName, RED, GREEN, BLUE). Write push_Clr(ClrStack, new_Clr) function that pushes a new record onto the stack.",Short Answer,1,medium,Python - Data Structures,"def push_Clr(ClrStack, new_Clr): ClrStack.append(new_Clr)"
2025,Section C,30(a-ii),"Write pop_Clr(ClrStack) function that pops the topmost record from the stack and returns it. If the stack is already empty, display 'Underflow'.",Short Answer,1,medium,Python - Data Structures,def pop_Clr(ClrStack): if len(ClrStack)==0: print('Underflow') else: return(ClrStack.pop())
2025,Section C,30(a-iii),Write isEmpty(ClrStack) function that checks whether the stack is empty. Return True if empty otherwise False.,Short Answer,1,medium,Python - Data Structures,def isEmpty(ClrStack): if len(ClrStack)==0: return True else: return False
2025,Section C,30(b-i),"Write push_trail(N, myStack) function where N and myStack are lists and myStack represents a stack. The function should push the last 5 elements from list N onto stack myStack.",Short Answer,1,medium,Python - Data Structures,"def push_trail(N,myStack): for i in range(-5,0,1): myStack.append(N[i])"
2025,Section C,30(b-ii),"Write pop_one(myStack) function that pops an element from the stack and returns it. If stack is empty, display 'Stack Underflow' and return None.",Short Answer,1,medium,Python - Data Structures,def pop_one(myStack): if not myStack: print('Stack Underflow') else: return myStack.pop()
2025,Section C,30(b-iii),"Write display_all(myStack) function that displays all elements of the stack without deleting them. If stack is empty, display 'Empty Stack'.",Short Answer,1,medium,Python - Data Structures,"def display_all(myStack): if not myStack: print('Empty Stack') else: for i in myStack[::-1]: print(i,end=' ')"
2025,Section C,31(a),"Predict the output of the following code: def ExamOn(mystr): newstr=''; count=0; for i in mystr: if count%2!=0: newstr=newstr+str(count-1); else: newstr=newstr+i.lower(); count+=1; newstr=newstr+mystr[:2]; print('The new string is:',newstr); ExamOn('GenX')",Short Answer,3,medium,Python,The new string is: g0n2Ge
2025,Section C,31(b),"Write the output on execution of the following Python code: def Change(X): for K,V in X.items(): L1.append(K); L2.append(V); D={1:'ONE',2:'TWO',3:'THREE'}; L1=[]; L2=[]; Change(D); print(L1); print(L2); print(D)",Short Answer,3,medium,Python,"[1, 2, 3]\n['ONE', 'TWO', 'THREE']\n{1: 'ONE', 2: 'TWO', 3: 'THREE'}"
2025,Section D,32(a-i),"Given table WORKER with columns WID, WNAME, WAGE, HOURS, TYPE, SITEID. Write the SQL statement to display the names and wages of those workers whose wages are between 800 and 1500.",Short Answer,1,medium,SQL,"SELECT WNAME, WAGE FROM WORKER WHERE WAGE BETWEEN 800 AND 1500;"
2025,Section D,32(a-ii),Write the SQL statement to display the record of workers whose SITEID is not known.,Short Answer,1,medium,SQL,SELECT * FROM WORKER WHERE SITEID IS NULL;
2025,Section D,32(a-iii),"Write the SQL statement to display WNAME, WAGE and HOURS of all those workers whose TYPE is 'Skilled'.",Short Answer,1,medium,SQL,"SELECT WNAME, WAGE, HOURS FROM WORKER WHERE TYPE='Skilled';"
2025,Section D,32(a-iv),Write the SQL statement to change the WAGE to 1200 of the workers where the TYPE is 'Semiskilled'.,Short Answer,1,medium,SQL,UPDATE WORKER SET WAGE=1200 WHERE TYPE='Semiskilled';
2025,Section D,32(b-i),"Given WORKER table, write the output for: SELECT WNAME, WAGE*HOURS FROM WORKER WHERE SITEID = 103;",Short Answer,1,medium,SQL,"WNAME, WAGE*HOURS: Ahmed J - 300000; Anju S - 156000"
2025,Section D,32(b-ii),"Given WORKER table, write the output for: SELECT COUNT(DISTINCT TYPE) FROM WORKER;",Short Answer,1,medium,SQL,COUNT(DISTINCT TYPE): 3
2025,Section D,32(b-iii),"Given WORKER table, write the output for: SELECT MAX(WAGE), MIN(WAGE), TYPE FROM WORKER GROUP BY TYPE;",Short Answer,1,medium,SQL,"MAX(WAGE), MIN(WAGE), TYPE: 1500, 780, Unskilled; 1200, 520, Skilled; 560, 560, Semiskilled"
2025,Section D,32(b-iv),"Given WORKER table, write the output for: SELECT WNAME, SITEID FROM WORKER WHERE TYPE='Unskilled' ORDER BY HOURS;",Short Answer,1,medium,SQL,"WNAME, SITEID: Jacob B - 101; Ahmed J - 103"
2025,Section D,33(i),"A csv file 'P_record.csv' contains patient records [Name, Disease, NumberOfDays, Amount]. Write a function read_data() which reads all data from the file and displays the details of all 'Cancer' patients.",Long Answer,2,hard,File Handling,"import csv; def read_data(): F=open('P_record.csv','r'); Records=list(csv.reader(F)); for R in Records: if R[1]=='Cancer': print(R); F.close()"
2025,Section D,33(ii),A csv file 'P_record.csv' contains patient records. Write a function count_rec() which counts and returns the number of records in the file.,Long Answer,2,hard,File Handling,"def count_rec(): with open('P_record.csv','r') as F: Records=list(csv.reader(F)); print(len(Records))"
2025,Section D,34(i),"Given tables Articles (Code, A_Code, Article, DOC, Price) and Artists (A_Code, Name, Phone, Email, DOB). Write SQL to display all records from Articles table in descending order of price.",Short Answer,1,medium,SQL,SELECT * FROM Articles ORDER BY PRICE DESC;
2025,Section D,34(ii),Write SQL to display the details of Articles which were created in the year 2020.,Short Answer,1,medium,SQL,SELECT * FROM Articles WHERE DOC LIKE '2020%';
2025,Section D,34(iii),Write SQL to display the structure of Artists table.,Short Answer,1,medium,SQL,DESC Artists;
2025,Section D,34(iv-a),Write SQL to display the name of all Artists whose Article is Painting through Equi Join.,Short Answer,1,medium,SQL,"SELECT Name FROM Articles A1, Artists A2 WHERE A1.A_code = A2.A_code AND Article='Painting';"
2025,Section D,34(iv-b),Write SQL to display the name of all Artists whose Article is 'Painting' through Natural Join.,Short Answer,1,medium,SQL,SELECT Name FROM Articles NATURAL JOIN Artists WHERE Article = 'Painting';
2025,Section D,35,"Write a Python function Delete_Theatre() to input the value of Th_ID from the user and permanently delete the corresponding record from the THEATRE table in CINEMA database. Host: localhost, User: root, Password: Ex2025.",Long Answer,4,hard,Python - Database Connectivity,"import pymysql as pm; def Delete_Theatre(): Mydb=pm.connect(host='localhost',user='root',password='Ex2025',database='CINEMA'); MyCursor=Mydb.cursor(); TID=input('Theatre ID:'); Query=""DELETE FROM Theatre WHERE Th_ID='{}'"".format(TID); MyCursor.execute(Query); Mydb.commit(); Mydb.close()"
2025,Section E,36(i),"A file PASSENGERS.DAT stores records [PNR, PName, BRDSTN, DESTN, FARE]. Write Create() function to input data for passengers and write it in the binary file PASSENGERS.DAT.",Long Answer,2,hard,File Handling,"import pickle; def Create(): F=open('PASSENGERS.DAT','wb'); PNR=input('PNR No:'); PName=input('Name:'); BRDSTN=input('Boarding at:'); DESTN=input('Destination:'); FARE=float(input('Fare:')); Rec=[PNR,PName,BRDSTN,DESTN,FARE]; pickle.dump(Rec,F); F.close()"
2025,Section E,36(ii),Write SearchDestn(D) function to read contents from PASSENGERS.DAT and display details of those Passengers whose DESTN matches with the value of D.,Long Answer,2,hard,File Handling,"def SearchDestn(D): F=open('PASSENGERS.DAT','rb'); try: while True: Rec=pickle.load(F); if Rec[3]==D: print(Rec); except EOFError: pass; F.close()"
2025,Section E,36(iii),Write UpdateFare() function to increase the fare of all passengers by 5% and rewrite the updated records into PASSENGERS.DAT.,Long Answer,1,hard,File Handling,"def UpdateFare(): FR=open('PASSENGERS.DAT','rb'); Rec=[]; try: while True: R=pickle.load(FR); Rec.append(R); except: FR.close(); for I in range(len(Rec)): Rec[I][4]=Rec[I][4]*1.05; FP=open('PASSENGERS.DAT','wb'); pickle.dump(Rec,FP); FP.close()"
2025,Section E,37(i),"Swabhaav NGO is setting up a center in Vijayawada with four blocks: ADMIN, PSYCHIATRY, PSYCHOLOGY, ICU. Suggest the most appropriate location of the server inside the Vijayawada Center. Justify your choice.",Short Answer,1,medium,Networking,PSYCHIATRY Block as it has the maximum number of computers (40). Alternatively
2025,Section E,37(ii),Which hardware device will you suggest to connect all the computers within each block of Vijayawada Center?,Very Short Answer,1,easy,Networking,Switch (or Hub or Router)
2025,Section E,37(iii),Draw a cable layout to efficiently connect various blocks within the Vijayawada Center.,Short Answer,1,medium,Networking,A star or bus topology layout connecting ADMIN to PSYCHIATRY (65m) ADMIN to PSYCHOLOGY (65m) and ADMIN to ICU (65m) with ADMIN as central node is most efficient.
2025,Section E,37(iv),Where should the router be placed to provide internet to all the computers in the Vijayawada Center?,Very Short Answer,1,easy,Networking,Router should be placed where the server is placed (or in any block as all blocks are networked).
2025,Section E,37(v-a),The Manager at Nagpur wants to remotely access the computer in Admin block in Vijayawada. Which protocol will be used for this?,Very Short Answer,1,easy,Networking,TELNET
2025,Section E,37(v-b),Which type of Network (PAN LAN MAN or WAN) will be set up among the computers connected with Vijayawada Center?,Very Short Answer,1,easy,Networking,LAN (Local Area Network)
